"company","jobType.0","location","positionName","rating","reviewsCount","salary","text_salary","numeric_salary","Python","SQL","Azure"," R ","AWS","Spark","Power BI","Tableau","Java","Excel","Git","HBO","WO","Master","Bachelor","degree1","degree2","experience"
"IDEXX","Full-time","Hoofddorp","Salesforce Business Analyst",3.3,753,"","",NA,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"None","WO","Medior"
"Erasmus MC","Part-time","Rotterdam","Business analist HR",3.9,88,"€ 4.678 - € 6.402 per maand","per maand",71798.4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"Both","HBO","Senior"
"Scotch & Soda","Part-time","Amsterdam","E-Commerce/Retail Planner & Analyst",3.6,100,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"Master","WO","Medior"
"VeiligheidNL","Part-time","Amsterdam","(junior) Data Analist Verkeersveiligheid (32-36 uur)",NA,NA,"","",NA,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,"None","HBO","Medior"
"Rabobank","Full-time","Utrecht","Business Analist",3.9,1426,"","",NA,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,"None","HBO","Senior"
"Talpa Network","Unknown","Hilversum","Yield Analist",3,2,"","",NA,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,"Master","WO","Medior"
"Mepal","Part-time","Lochem","Data Analist",4,4,"","",NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"The Trainee Company","Full-time","Nederland","Traineeship Data & Analytics",4.5,8,"€ 2.600 - € 2.800 per maand","per maand",34992,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,"Master","HBO","Junior"
"DPG Media","Full-time","Rotterdam","Medior Data Engineer",3.1,28,"","",NA,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,"Both","WO","Medior"
"Alfa Accountants en Adviseurs","Part-time","Wageningen","Business analist",4.7,26,"","",NA,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"CLEVER°FRANKE","Part-time","Utrecht","Full Stack Developer",NA,NA,"","",NA,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,"None","WO","Medior"
"Roxit","Unknown","Arnhem","Informatie Analist",4.5,2,"","",NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Q8","Full-time","Rotterdam","Senior Functioneel Analyst",3.7,96,"","",NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,"Bachelor","WO","Senior"
"FrieslandCampina","Part-time","Amersfoort","People Analytics Manager",4,484,"","",NA,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,"Master","HBO","Senior"
"Nederlandse Voedsel- en Warenautoriteit (NVWA)","Part-time","Nederland","Intelligence Analist",4.1,7,"","",NA,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,"None","HBO","Medior"
"PostNL","Other","Den Haag","Internship Business Intelligence Logistics",3.5,1821,"","",NA,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,"Master","HBO","Internship"
"Stage Entertainment","Full-time","Amsterdam","Group UX Specialist",3.2,11,"","",NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"None","WO","Senior"
"Roxit B.V.","Unknown","Zwolle","Informatie analist",NA,NA,"","",NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Libra Energy B.V.","Full-time","Velsen-Noord","Junior Business Analist",NA,NA,"","",NA,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,"None","HBO","Junior"
"Jack Link's Protein Snacks","Full-time","Amsterdam","Junior Financial Analyst",3.2,281,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,"Bachelor","WO","Junior"
"Mileway","Unknown","Amsterdam","FP&A Analyst Financial Planning and Analysis Amsterdam",NA,NA,"","",NA,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,"Master","HBO","Junior"
"Hypoport B.V.","Unknown","Amsterdam","Front-end .Net Developer",NA,NA,"","",NA,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,"Both","HBO","Medior"
"Wolters Kluwer","Full-time","Hoevelaken","Management Traineeship @ Wolters Kluwer Benelux",3.6,1012,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"Master","WO","Medior"
"HousingAnywhere","Unknown","Rotterdam","Senior Analytics Engineer",3.1,7,"","",NA,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,"None","WO","Senior"
"NIBC","Full-time","Den Haag","Senior Business Analyst IT - Savings",3.7,3,"","",NA,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,"Both","WO","Senior"
"Kyndryl","Full-time","Hoofddorp","Technical Specialist Security & Cyber Resiliency",3.6,223,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"None","WO","Senior"
"Fugro","Full-time","Leidschendam","Senior Information Security Officer - Security Policies",3.8,642,"","",NA,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,"None","WO","Senior"
"NIBC","Full-time","Den Haag","Senior Salesforce Engineer - Savings",3.7,3,"","",NA,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,"Both","WO","Senior"
"Stage Entertainment","Full-time","Amsterdam","Group CRO specialist",3.2,11,"","",NA,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,"None","WO","Senior"
"PVH","Full-time","Amsterdam","Senior Specialist, Consumer Insights",3.7,1001,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Senior"
"Alliander","Full-time","Arnhem","Medior/Senior Full Stack Developer",4,63,"€ 4.274 - € 7.079 per maand","per maand",73567.44,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,"Master","WO","Senior"
"Jarola Group","Full-time","Coevorden","Junior proces- en data analist",NA,NA,"€ 2.800 - € 3.500 per maand","per maand",40824,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,"None","HBO","Junior"
"Friday Recruitment","Full-time","Nijkerk","Data-analist",NA,NA,"","",NA,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,"None","HBO","Medior"
"Energie Data Services Nederland","Full-time","Amersfoort","Business Analist (Medior)",3.9,14,"€ 57.000 - € 85.000 per jaar","per jaar",71000,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,"None","HBO","Senior"
"United Legwear B.V.","Full-time","Amsterdam","E-Commerce/Retail Planner & Analyst",4.3,44,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"Master","WO","Medior"
"Innova Market Insights","Full-time","Arnhem","Business Intelligence Analyst",3.5,10,"","",NA,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,"Bachelor","HBO","Medior"
"Highberg B.V.","Full-time","Zoetermeer","Consultant informatiemanagement",NA,NA,"","",NA,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,"None","HBO","Medior"
"Significant Groep","Part-time","Utrecht","Junior onderzoeker econometrie",NA,NA,"","",NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Junior"
"Innova Market Insights","Full-time","Arnhem","Senior Market Insights Analyst",3.5,10,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,"Both","WO","Senior"
"ADD Laboral","Part-time","Malden","Moleculair Biologisch Analist (28-32 uur)",NA,NA,"€ 3.000 - € 4.500 per maand","per maand",48600,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Medior"
"AXI","Unknown","Breda","Data Engineer",3.4,8,"","",NA,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,"Bachelor","WO","Senior"
"GroupM Nexus","Full-time","Eindhoven","Marketing Analist",NA,NA,"","",NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Medior"
"Uberall","Full-time","Thuiswerk","Growth Product Manager",4.2,5,"","",NA,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,"None","WO","Medior"
"De Volksbank","Part-time","Utrecht","Business analist",4,30,"€ 4.715,03 - € 7.253,88 per maand","per maand",77558.6016,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Contentsquare","Full-time","Amsterdam","Customer Success Manager, Enterprise (German Speaker)",4.1,9,"","",NA,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"None","WO","Medior"
"Netvlies","Part-time","Breda","Data & Analytics Specialist",NA,NA,"","",NA,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,"None","HBO","Medior"
"Nobian Industrial Chemicals","Full-time","Amersfoort","Financial Analyst",2.3,3,"€ 64,80 - € 97,50 per dag","per dag",18745.65,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"None","WO","Medior"
"ASML","Full-time","Veldhoven","CS Business Planning (Senior) Data Analyst",3.8,430,"","",NA,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,"None","HBO","Senior"
"NIBC","Full-time","Den Haag","Junior Analyst Portfolio Management Retail Banking",3.7,3,"","",NA,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,"Master","WO","Junior"
"Bank of America","Full-time","Amsterdam","Treasury Sales Analyst, Global Payment Solutions, Amsterdam",3.8,32395,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"Bachelor","WO","Not Specified"
"Coolgradient","Full-time","Amsterdam Nieuw-West","Mechanical Engineer",NA,NA,"€ 5.000 - € 8.000 per maand","per maand",84240,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,"Master","WO","Medior"
"Bacu","Part-time","Uden","Data Analist",NA,NA,"€ 2.750 - € 3.750 per maand","per maand",42120,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,"None","HBO","Medior"
"YPublic","Unknown","Delft","Trainee Data Adviseur Overheid",NA,NA,"Vanaf € 2.600 per maand","Vanaf   per maand",33696,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,"None","HBO","Junior"
"Energie Data Services Nederland","Full-time","Amersfoort","Senior Java Developer (Allocatie & Reconciliatie)",3.9,14,"€ 46.000 - € 85.000 per jaar","per jaar",65500,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,"Master","WO","Medior"
"Fractal Analytics","Full-time","Eindhoven","Data Business Analyst Supply Chain",3.9,62,"","",NA,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,"None","WO","Senior"
"Travix","Unknown","Amsterdam","Senior Product Manager Inflow Sales & Checkout Experience",3.8,20,"","",NA,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Senior"
"Ring of Security B.V.","Full-time","Amsterdam","Marketing Data Analyst",3.5,49998,"","",NA,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,"Bachelor","HBO","Medior"
"Merit Medical Systems Inc.","Full-time","Maastricht","Commercial Analyst",3.3,228,"","",NA,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,"Both","WO","Medior"
"Sligro","Unknown","Veghel","Ecommerce Data Analist",3.4,188,"","",NA,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Medior"
"Xerox","Full-time","Nederland","Data Analist",3.4,15006,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Medior"
"Coolblue","Full-time","Rotterdam","Data Platform Engineer",3.6,324,"","",NA,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"None","WO","Medior"
"Solera","Full-time","Nederland","Security Analyst",2.7,534,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,"Bachelor","WO","Medior"
"Icon plc","Full-time","Assen","Lab Analyst I",3.4,1265,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"None","WO","Junior"
"Hoppinger","Unknown","Rotterdam","Webanalist CRO",NA,NA,"","",NA,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,"None","HBO","Medior"
"BMC Software","Unknown","Amsterdam","Sales Order Services Coordinator",4,419,"","",NA,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,"Bachelor","WO","Junior"
"Mattel","Full-time","Amstelveen","Lead Systems Analyst (iSeries)",3.9,1027,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"None","WO","Senior"
"Coolgradient","Full-time","Amsterdam Nieuw-West","Senior Data Analyst Engineer",NA,NA,"€ 35.000 - € 80.000 per jaar","per jaar",57500,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,"None","WO","Senior"
"Alliander","Full-time","Arnhem","Business Analist Veranderteam",4,63,"€ 4.274 - € 6.000 per maand","per maand",66575.52,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"None","WO","Senior"
"FrieslandCampina","Part-time","Amersfoort","Senior Data Engineer",4,484,"","",NA,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,"Both","HBO","Senior"
"SAA Verzekeringen","Part-time","Rotterdam","(Junior) Product Owner",2.9,17,"","",NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Junior"
"Northpool","Unknown","Leiden","Medior Data Engineer",NA,NA,"","",NA,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Kramp GmbH","Unknown","Varsseveld","HR Data & Analytics Specialist",3.5,48,"","",NA,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,"Both","WO","Medior"
"Finaps","Unknown","Amsterdam","Senior Data Analytics Engineer",NA,NA,"","",NA,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,"Both","HBO","Medior"
"CBR","Part-time","Rijswijk","Customer Journey Lead",3.7,29,"€ 5.972,81 per maand","per maand",77407.6176,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Senior"
"CZ Zorgverzekeringen","Part-time","Tilburg","Business Analist Marketing & Verkoop",4,64,"€ 4.141 - € 6.507 per maand","per maand",68999.04,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Coolgradient","Full-time","Amsterdam Nieuw-West","Data Science Lead",NA,NA,"€ 3.000 - € 8.000 per maand","per maand",71280,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,"None","WO","Senior"
"ChipSoft BV","Full-time","Heerenveen","Technisch Performance Analist",3.6,31,"","",NA,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,"None","HBO","Senior"
"Scherpenhuizen Bv","Full-time","Eindhoven","Assistent Business Analist",NA,NA,"","",NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Junior"
"EO","Full-time","Hilversum","Markt- & Mediaonderzoeker/Data analist",4.5,8,"","",NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Thribe BV","Unknown","Schelle","Junior Data Analyst",NA,NA,"€ 2.500 - € 4.000 per maand","per maand",42120,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"None","WO","Junior"
"Convious","Full-time","Amsterdam","Data Engineer",NA,NA,"","",NA,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"None","WO","Medior"
"Hans Anders Nederland","Unknown","Gorinchem","Business IT analist",3.8,200,"","",NA,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,"Both","WO","Medior"
"Solynta","Unknown","Wageningen","Digital phenotyping data analyst",NA,NA,"","",NA,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"None","WO","Senior"
"Vakmedianet","Full-time","Zeist","Product Analist",3.5,2,"","",NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"None","WO","Medior"
"INNAX GEBOUW & OMGEVING","Part-time","Veenendaal","Data Analist – Energie en Meetdata",4.7,9,"€ 3.531 - € 5.043 per maand","per maand",55559.52,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,"None","HBO","Medior"
"Fractal Analytics","Full-time","Eindhoven","Senior Data Engineer - Big Data",3.9,62,"","",NA,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,"Master","WO","Senior"
"Digital Power","Part-time","Amsterdam Oost","Data Analist",4.5,4,"€ 3.100 - € 6.500 per maand","per maand",62208,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,"None","HBO","Medior"
"Universiteit Utrecht","Full-time","Utrecht","Research technician Plant Physiology",3.6,40,"€ 2.693 - € 3.636 per maand","per maand",41011.92,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"Both","HBO","Junior"
"Exact","Unknown","Delft","Senior BI Specialist",3.5,63,"","",NA,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,"Master","WO","Senior"
"beslist.nl","Full-time","Arnhem","Traineeship Data Analytics",NA,NA,"€ 2.833 per maand","per maand",36715.68,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,"None","WO","Junior"
"Europol","Full-time","Den Haag","Senior Specialist – Information Architect, Architecture Team, ICT Project & Execution Coordination Unit (AD8)",4.3,13,"€ 8.216,45 per maand","per maand",106485.192,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,"Master","WO","Senior"
"Macaw","Part-time","Hoofddorp","Power BI Consultant",4.8,4,"","",NA,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,"None","WO","Medior"
"Appsbroker","Full-time","Utrecht","Senior Cloud Data Analyst - Looker",NA,NA,"","",NA,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,"None","WO","Medior"
"FrieslandCampina","Part-time","Amersfoort","Controlling & Reporting Analyst",4,484,"","",NA,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,"Master","HBO","Medior"
"BaseClear","Part-time","Leiden","Analist",NA,NA,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Junior"
"iO","Unknown","Den Bosch","Data Analist",2,2,"","",NA,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,"Master","WO","Medior"
"Panda","Other","Leiden","Technician QC Microbiology",3.8,67,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Senior"
"Tiqets","Full-time","Amsterdam","Data Analyst",5,2,"","",NA,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,"Both","HBO","Senior"
"Appsbroker","Full-time","Utrecht","Senior Agile Delivery Consultant / Business Analyst",NA,NA,"","",NA,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,"Master","WO","Senior"
"Appsbroker","Full-time","Utrecht","Senior Data Engineer",NA,NA,"","",NA,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,"None","WO","Senior"
"Coolblue","Full-time","Rotterdam","Analytics Engineer",3.6,324,"","",NA,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"None","WO","Medior"
"Naktuinbouw","Full-time","Roelofarendsveen","Business Analist",3.7,3,"€ 5.000 - € 7.150 per maand","per maand",78732,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,"None","HBO","Medior"
"De Volksbank","Part-time","Utrecht","Data Steward",4,30,"€ 4.107,23 - € 6.318,81 per maand","per maand",67560.7392,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,"Master","HBO","Medior"
"Goossens","Part-time","Veghel","Marketing Data Analist",3.7,26,"","",NA,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"The Sharing Group","Full-time","Rotterdam","Product Owner (energietransitie)",NA,NA,"€ 4.500 - € 6.500 per maand","per maand",71280,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Medior"
"Allianz BeNeLux","Full-time","Rotterdam","Lead Data Analyst & Business Intelligence",3.8,3192,"","",NA,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Senior"
"Kwantum","Full-time","Tilburg","BI Analist HFG",3.3,143,"€ 4.065 - € 5.015 per maand","per maand",58838.4,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Visser & Smit Hanab P&I","Unknown","Papendrecht","Product Owner BI",NA,NA,"€ 4.500 - € 5.500 per maand","per maand",64800,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,"None","HBO","Senior"
"Gemeente Den Haag","Unknown","Den Haag","Senior Business (Informatie) Analist Sociaal Domein",3.8,83,"€ 5.561 - € 7.325 per maand","per maand",83501.28,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,"None","HBO","Senior"
"DotControl","Part-time","Nederland","Delivery Manager",NA,NA,"€ 4.000 - € 5.500 per maand","per maand",61560,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,"Master","WO","Medior"
"FrieslandCampina","Part-time","Amersfoort","Controlling Commercial Analyst",4,484,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"Master","WO","Medior"
"Signify","Unknown","Eindhoven","SOC & Insider Threat Intern",3.8,329,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Master","WO","Medior"
"JEX","Unknown","Rotterdam","Social Ads Specialist",4.7,22,"€ 3.000 - € 4.200 per maand","per maand",46656,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Medior"
"Essent","Unknown","Den Bosch","Technisch Digital Analist",4,23,"€ 3.688 - € 5.734 per maand","per maand",61054.56,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,"None","HBO","Medior"
"Kwantum","Full-time","Raamsdonksveer","Web Analist - Leen Bakker",3.3,143,"€ 4.065 - € 5.015 per maand","per maand",58838.4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Merit Medical Systems Inc.","Full-time","Maastricht","Commercial Compensation Analyst",3.3,228,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"None","WO","Medior"
"Travix","Unknown","Amsterdam","Senior Product Analyst (Web)",3.8,20,"","",NA,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,"Master","HBO","Senior"
"Visser & Smit Hanab","Unknown","Papendrecht","Product Owner BI",2.8,17,"€ 4.500 - € 5.500 per maand","per maand",64800,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,"None","HBO","Senior"
"Kwantum","Part-time","Raamsdonksveer","Commercieel Analist - Leen Bakker",3.3,143,"€ 4.065 - € 5.015 per maand","per maand",58838.4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Recruit2, Talent Acquisition Specialists","Unknown","Eindhoven","Medior Cisco Netwerk Engineer (datacenter, VPN, Cloud)",NA,NA,"€ 48.000 - € 60.000 per jaar","per jaar",54000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Provincie Overijssel","Part-time","Zwolle","Informatieadviseur",4.3,8,"€ 3.555,55 - € 5.008,11 per maand","per maand",55492.5168,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,"None","HBO","Medior"
"Vio.com","Unknown","Amsterdam","Engineering Manager",NA,NA,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"None","WO","Senior"
"AllChiefs","Full-time","Rotterdam","Data Business Lead",5,3,"","",NA,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,"Master","HBO","Senior"
"Shimano","Full-time","Eindhoven","Business Analyst",3.4,189,"","",NA,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,"Both","WO","Medior"
"New10 B.V.","Part-time","Amsterdam","Junior Data Analyst",NA,NA,"","",NA,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,"None","WO","Junior"
"Homefashion Group","Unknown","Tilburg","BI Analist HFG",3.5,2,"€ 4.065 - € 5.015 per maand","per maand",58838.4,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Landal","Part-time","Amsterdam","Business Analyst",3.7,73,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,"Bachelor","WO","Senior"
"Roompot","Part-time","Amsterdam","Business Analyst",3.5,85,"€ 4.040 - € 5.775 per maand","per maand",63601.2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,"Bachelor","WO","Senior"
"STX Group","Unknown","Amsterdam","IT Business Analyst",NA,NA,"","",NA,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"None","WO","Senior"
"Recruit2, Talent Acquisition Specialists","Unknown","Eindhoven","Senior Cisco Netwerk Engineer (datacenter, VPN, Cloud)",NA,NA,"€ 60.000 - € 80.000 per jaar","per jaar",70000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Senior"
"Picnic","Unknown","Amsterdam","UX Researcher - Dutch Speaking",3.1,503,"","",NA,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,"Master","WO","Medior"
"Caesar Groep","Full-time","Utrecht","Senior Informatie Analist bij Garansys",5,3,"€ 4.850 - € 6.100 per maand","per maand",70956,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"Master","HBO","Senior"
"Athora Netherlands","Full-time","Amsterdam","Online Intelligence Analyst (CRO Specialist) met Growth Hacking Skills",3.2,25,"€ 3.616,67 - € 5.510,26 per maand","per maand",59142.4416,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Both","HBO","Medior"
"Bosch Group","Full-time","Eindhoven","Business Analyst",4,7218,"","",NA,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,"Both","WO","Medior"
"Landal","Unknown","Amsterdam","Data Analist",3.7,73,"","",NA,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,"Both","HBO","Medior"
"Leen Bakker","Unknown","Raamsdonksveer","Web Analist - Leen Bakker",3.2,171,"€ 4.065 - € 5.015 per maand","per maand",58838.4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Bitvavo","Full-time","Amsterdam","Product Analyst",NA,NA,"","",NA,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,"None","WO","Medior"
"Via","Full-time","Nederland","Transportation Data Analyst (Citymapper)",3.5,15,"","",NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Medior"
"Heeyoo","Part-time","Veenendaal","Data Analist",NA,NA,"Vanaf € 60.500 per jaar","Vanaf   per jaar",60500,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,"None","HBO","Senior"
"Leen Bakker","Unknown","Raamsdonksveer","Commercieel Analist - Leen Bakker",3.2,171,"€ 4.065 - € 5.015 per maand","per maand",58838.4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Homefashion Group","Unknown","Raamsdonksveer","Commercieel Analist - Leen Bakker",3.5,2,"€ 4.065 - € 5.015 per maand","per maand",58838.4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"JEX","Unknown","Rotterdam","Data Analist Commercie (Junior)",4.7,22,"€ 3.000 - € 4.200 per maand","per maand",46656,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,"Master","HBO","Junior"
"Clink Diensten","Unknown","Rotterdam","Business Intelligence Analyst",NA,NA,"€ 5.897 per maand","per maand",76425.12,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,"None","HBO","Medior"
"UNO Automatiseringdiensten B.V.","Full-time","Rijswijk","Security Engineer - SOC Analist",NA,NA,"€ 3.500 - € 4.500 per maand","per maand",51840,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Roompot","Unknown","Amsterdam","Data Analist",3.5,85,"€ 4.040 - € 5.775 per maand","per maand",63601.2,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,"Both","HBO","Medior"
"Lidl","Part-time","Huizen","Data analyst HR Huizen (32-40 uur)",3.1,13406,"","",NA,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"None","HBO","Medior"
"MSD","Full-time","Haarlem","Financial Analyst COSI",4.1,921,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"Both","WO","Medior"
