"company","id","isExpired","jobType","jobType.0","jobType.1","jobType.2","jobType.3","jobType.4","jobType.5","jobType.6","location","positionName","postedAt","postingDateParsed","rating","reviewsCount","salary","scrapedAt","searchInput.country","searchInput.position","urlInput"
"Vio.com","21eff817c39b8ecb","false",NA,"","","","","","","","Amsterdam","Full Stack Marketing Tech Engineer","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:42:56.767Z","NL","Data Analyst",NA
"Achmea","4c656e6b5367c5ab","false",NA,"Parttime","","","","","","","Apeldoorn","Pricing Analist Schade Bedrijven","30+ dagen geleden",NA,3.8,224,"€ 4.873 - € 6.750 per maand","2024-08-09T18:42:57.039Z","NL","Data Analyst",NA
"Mediahuis","e6dc6eace297d799","false",NA,"Fulltime","","","","","","","Amsterdam","Data-analist Mediahuis Radio","30+ dagen geleden",NA,3.7,36,"","2024-08-09T18:42:57.104Z","NL","Data Analyst",NA
"Macaw","f7e713d4f68fee9c","false",NA,"Parttime","","","","","","","Thuiswerk","Data Management & Governance Consultant","30+ dagen geleden",NA,4.8,4,"","2024-08-09T18:42:57.221Z","NL","Data Analyst",NA
"100% NL","822d33afde941dce","false",NA,"Fulltime","","","","","","","1400 Bussum","Data analist","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:42:57.136Z","NL","Data Analyst",NA
"Coolblue","3ad013f02ab72647","false",NA,"Fulltime","","","","","","","Rotterdam","Lead Data Analist","30+ dagen geleden",NA,3.6,324,"€ 4.150 - € 6.000 per maand","2024-08-09T18:42:57.440Z","NL","Data Analyst",NA
"PostNL","51a99f06c6d2ccf4","false",NA,"","","","","","","","Den Haag","Web Analist","30+ dagen geleden",NA,3.5,1821,"€ 3.800 - € 5.200 per maand","2024-08-09T18:42:57.546Z","NL","Data Analyst",NA
"Thales","514f3fbc9f9f4a65","false",NA,"Fulltime","","","","","","","7554 Hengelo OV","Business Intelligence Specialist","30+ dagen geleden",NA,3.9,2731,"","2024-08-09T18:42:57.677Z","NL","Data Analyst",NA
"Harman International","07490e1016bab7f4","false",NA,"","","","","","","","Amsterdam","Data Analyst - Sales & Operations","30+ dagen geleden",NA,3.9,834,"","2024-08-09T18:42:57.839Z","NL","Data Analyst",NA
"bunq","4a32264253d0a429","false",NA,"Fulltime","","","","","","","Amsterdam","Security Analyst","30+ dagen geleden",NA,3.9,195,"€ 55.000 - € 63.000 per jaar","2024-08-09T18:42:57.931Z","NL","Data Analyst",NA
"Provincie Flevoland","468c68d17453c4a8","false",NA,"Parttime","","","","","","","Flevoland","Data-analist Mobiliteit","30+ dagen geleden",NA,3.3,3,"€ 4.128,86 - € 5.827,12 per maand","2024-08-09T18:42:58.391Z","NL","Data Analyst",NA
"NEH","2363293069c4eb4c","false",NA,"Fulltime","","","","","","","3833 Leusden","SOC Analist","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:42:58.764Z","NL","Data Analyst",NA
"Translink","74e354037ceb386e","false",NA,"Fulltime","","","","","","","Amersfoort","Data Manager","30+ dagen geleden",NA,3.6,44,"","2024-08-09T18:42:58.914Z","NL","Data Analyst",NA
"Samskip","42a8fa8f1bdde9c8","false",NA,"Fulltime","","","","","","","Rotterdam","Credit and Collections Analyst","30+ dagen geleden",NA,3.2,17,"","2024-08-09T18:42:58.876Z","NL","Data Analyst",NA
"IT Solutions Worldwide","34fa629347ccc02a","false",NA,"Fulltime","","","","","","","Nederland","Data Analyst","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:42:59.147Z","NL","Data Analyst",NA
"Macaw","18e05a69a2c4cb77","false",NA,"Parttime","","","","","","","Thuiswerk","Data & Analytics Specialist / Consultant","30+ dagen geleden",NA,4.8,4,"","2024-08-09T18:42:59.222Z","NL","Data Analyst",NA
"DORC International","73e2ccab2dc43479","false",NA,"Parttime","Fulltime","","","","","","Zuidland","Master Data Business Analist","30+ dagen geleden",NA,2.3,14,"€ 3.820 - € 4.690 per maand","2024-08-09T18:42:59.531Z","NL","Data Analyst",NA
"Accenture","c6955cb941e1d06c","false",NA,"Parttime","","","","","","","Amsterdam","Government Strategy & Consulting - Working Internship","30+ dagen geleden",NA,4,26797,"","2024-08-09T18:42:59.554Z","NL","Data Analyst",NA
"Bertus","528267230be24bf7","false",NA,"Bepaalde tijd","","","","","","","2908 Capelle aan den IJssel","e-commerce business analist","30+ dagen geleden",NA,3,2,"","2024-08-09T18:42:59.820Z","NL","Data Analyst",NA
"YAYA","912f07fa0257ff40","false",NA,"Fulltime","","","","","","","1165 Halfweg","E-commerce Data Analist (30 – 38 uur)","30+ dagen geleden",NA,3.3,18,"","2024-08-09T18:43:00.016Z","NL","Data Analyst",NA
"Hunt & Hackett","0f89266dd2cb586e","false",NA,"","","","","","","","Den Haag","Sales and Account manager","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:00.303Z","NL","Data Analyst",NA
"Foot Locker","7169cf81e34b3ead","false",NA,"Fulltime","","","","","","","3511 Utrecht","Financial Analyst","30+ dagen geleden",NA,3.8,8929,"","2024-08-09T18:43:00.359Z","NL","Data Analyst",NA
"Delta Capita","edd0fa07f54bdecc","false",NA,"Fulltime","","","","","","","1101 Amsterdam-Zuidoost","Junior Traded Securities and Derivatives Valuations Analyst","30+ dagen geleden",NA,2.9,11,"","2024-08-09T18:43:00.439Z","NL","Data Analyst",NA
"Lab Digital","f103eaaed61f0bc7","false",NA,"Parttime","Fulltime","","","","","","Utrecht","Senior Frontend development engineer","30+ dagen geleden",NA,4.3,4,"","2024-08-09T18:43:00.590Z","NL","Data Analyst",NA
"Ewals Cargo Care","cd4272a1a2977758","false",NA,"","","","","","","","Tegelen","Business Analyst IT","30+ dagen geleden",NA,3.7,23,"","2024-08-09T18:43:00.946Z","NL","Data Analyst",NA
"TenneT","bc3ec3067a9313b9","false",NA,"","","","","","","","Arnhem","Senior Power BI Specialist","30+ dagen geleden",NA,3.9,18,"€ 3.879 - € 7.660 per maand","2024-08-09T18:43:01.427Z","NL","Data Analyst",NA
"Ministerie van Defensie","429d925789783989","false",NA,"Bepaalde tijd","","","","","","","3584 Utrecht","Medewerker Management Informatie / Key user SAP","30+ dagen geleden",NA,4,481,"€ 4.396 per maand","2024-08-09T18:43:01.461Z","NL","Data Analyst",NA
"NCC Group","3cc9ba2a0b7153a9","false",NA,"Fulltime","","","","","","","Delft","Technical Account Manager","30+ dagen geleden",NA,3.1,67,"","2024-08-09T18:43:01.537Z","NL","Data Analyst",NA
"Coolgradient","419096b0bd49c526","false",NA,"Fulltime","","","","","","","Amsterdam","Data Science Lead","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:01.951Z","NL","Data Analyst",NA
"Eaton","9f5c0306b14df217","false",NA,"","","","","","","","Hengelo OV","Commercial Finance Leader - Emerging Markets (Location: Europe)","30+ dagen geleden",NA,3.7,5468,"","2024-08-09T18:43:01.963Z","NL","Data Analyst",NA
"MyParcel","5e733f606439b119","false",NA,"Fulltime","","","","","","","Hoofddorp","Vacature Data Analist Hoofddorp","30+ dagen geleden",NA,3.5,2,"","2024-08-09T18:43:02.020Z","NL","Data Analyst",NA
"Centraal Bureau voor de Statistiek","82df040e733f51ff","false",NA,"Uitzicht op vast","Bepaalde tijd","","","","","","Heerlen","Data analist bedrijfseconomische statistieken","30+ dagen geleden",NA,3.5,37,"€ 3.246 - € 4.868 per maand","2024-08-09T18:43:02.122Z","NL","Data Analyst",NA
"HousingAnywhere","45569ac19b438fa4","false",NA,"","","","","","","","Rotterdam","Senior Data Analyst","30+ dagen geleden",NA,3.1,7,"","2024-08-09T18:43:02.214Z","NL","Data Analyst",NA
"World Fuel Services","fa0c2328d64f25e0","false",NA,"Full-time","","","","","","","3811 Amersfoort","Sales Analyst","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:02.348Z","NL","Data Analyst",NA
"AWI Software","8216f7519a207402","false",NA,"Vaste baan","","","","","","","Hoofddorp","IT & Application Manager","30+ dagen geleden",NA,NA,NA,"€ 4.600 per maand","2024-08-09T18:43:02.423Z","NL","Data Analyst",NA
"The Data Agency","a4c2b92b00a4f9c2","false",NA,"Fulltime","","","","","","","Nieuwegein","EDM: BUSINESS DEVELOPMENT ANALIST","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:02.328Z","NL","Data Analyst",NA
"ICT Group","dc8f8424a501fbf6","false",NA,"","","","","","","","Nieuwegein","Informatie Analist","30+ dagen geleden",NA,3.8,80,"","2024-08-09T18:43:02.359Z","NL","Data Analyst",NA
"Biyond BV","2959bf8c894f1713","false",NA,"Vaste baan","Parttime","Fulltime","","","","","3824 Amersfoort","Medior BI Consultant","30+ dagen geleden",NA,4.3,4,"€ 3.800 - € 4.800 per maand","2024-08-09T18:43:02.612Z","NL","Data Analyst",NA
"Accell Group","ff9e099625e91b91","false",NA,"Parttime","Fulltime","","","","","","Apeldoorn","Business Data Analyst - Sales & Marketing","30+ dagen geleden",NA,2.9,22,"","2024-08-09T18:43:02.653Z","NL","Data Analyst",NA
"OneXillium","cfde326f26b7b6a2","false",NA,"Parttime","Fulltime","","","","","","Woerden","Data analist","30+ dagen geleden",NA,4.2,6,"€ 40.000 per jaar","2024-08-09T18:43:02.823Z","NL","Data Analyst",NA
"IT Solutions Worldwide","cd94d003c759f6a1","false",NA,"Fulltime","","","","","","","Nederland","SAP BI Consultant","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:02.859Z","NL","Data Analyst",NA
"Accenture","f83480b0c7f0ba18","false",NA,"Parttime","","","","","","","Amsterdam","Internship Digital Experience (Commerce)","30+ dagen geleden",NA,4,26797,"","2024-08-09T18:43:03.320Z","NL","Data Analyst",NA
"fizor.","026c5ab2af354a84","false",NA,"Fulltime","","","","","","","3584 Utrecht","Low-Code Developer","30+ dagen geleden",NA,NA,NA,"€ 3.500 - € 5.500 per maand","2024-08-09T18:43:03.835Z","NL","Data Analyst",NA
"Mileway","b7853c484b6d1a2e","false",NA,"","","","","","","","Amsterdam","Group Financial Reporting Analyst Controllership Amsterdam","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:04.342Z","NL","Data Analyst",NA
"Equinix","57bcec539cedccce","false",NA,"Fulltime","","","","","","","1096 Amsterdam Oost","Senior Financial Analyst","30+ dagen geleden",NA,3.7,358,"","2024-08-09T18:43:05.940Z","NL","Data Analyst",NA
"Redcare Pharmacy","528f1a8b0fb1ede7","false",NA,"","","","","","","","Sevenum","Supply Chain and Operations Analyst (m/w/d)","30+ dagen geleden",NA,3.5,15,"","2024-08-09T18:43:06.049Z","NL","Data Analyst",NA
"FTE Groep B.V.","d9228513281f3f02","false",NA,"Fulltime","","","","","","","3528 Utrecht","Data Analist","30+ dagen geleden",NA,4.5,6,"€ 4.000 - € 6.500 per maand","2024-08-09T18:43:06.943Z","NL","Data Analyst",NA
"Renewi","e26dd6cc73489eda","false",NA,"Fulltime","","","","","","","Nederland","DevOps Engineer Low code","30+ dagen geleden",NA,3.3,128,"","2024-08-09T18:43:07.350Z","NL","Data Analyst",NA
"Rabobank","3b8fd0379946691e","false",NA,"Fulltime","","","","","","","5612 Eindhoven","Data Steward Datawarehouse environment","30+ dagen geleden",NA,3.9,1426,"€ 3.711 - € 5.300 per maand","2024-08-09T18:43:07.909Z","NL","Data Analyst",NA
"Capturum Software Group","3bb0264f33067ee6","false",NA,"Parttime","Fulltime","","","","","","3905 Veenendaal","Customerservice 1ste Lijns","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:08.147Z","NL","Data Analyst",NA
"Qquest","fc9f214c82b861b5","false",NA,"","","","","","","","3511 Utrecht","Business IT traineeship","30+ dagen geleden",NA,4.2,5,"€ 2.700 per maand","2024-08-09T18:43:08.218Z","NL","Data Analyst",NA
"Avery Dennison","1ad59f09b8fa2b8c","false",NA,"","","","","","","","2321 Leiden","Finance Analyst","30+ dagen geleden",NA,3.8,1325,"","2024-08-09T18:43:08.232Z","NL","Data Analyst",NA
"Recharge","df94f4e0cc76fa60","false",NA,"Fulltime","","","","","","","Amsterdam","Senior Risk and Fraud Specialist","30+ dagen geleden",NA,5,2,"","2024-08-09T18:43:08.455Z","NL","Data Analyst",NA
"Coolblue","11250f3ef85c54da","false",NA,"Fulltime","","","","","","","Rotterdam","Lead Data Analist","30+ dagen geleden",NA,3.6,324,"€ 4.150 - € 6.000 per maand","2024-08-09T18:43:08.503Z","NL","Data Analyst",NA
"Allianz Direct","9dbd966ae2816451","false",NA,"Fulltime","","","","","","","3011 Rotterdam","Data analist","30+ dagen geleden",NA,3.8,3192,"","2024-08-09T18:43:08.539Z","NL","Data Analyst",NA
"Intramed","f2c812723631a83b","false",NA,"Parttime","Fulltime","","","","","","Waddinxveen","Commerciële Business Analist","30+ dagen geleden",NA,4.3,8,"","2024-08-09T18:43:08.672Z","NL","Data Analyst",NA
"Adyen","646ff8367234022a","false",NA,"","","","","","","","Amsterdam","Data Engineer","30+ dagen geleden",NA,2.9,17,"","2024-08-09T18:43:08.848Z","NL","Data Analyst",NA
"Accenture","173006b32c9cfc0a","false",NA,"Fulltime","","","","","","","Amsterdam","Credit Risk Analyst - Risk Consulting","30+ dagen geleden",NA,4,26797,"","2024-08-09T18:43:09.270Z","NL","Data Analyst",NA
"De Volksbank","0afb27674de01c69","false",NA,"Fulltime","","","","","","","Utrecht","Business developer Sancties","30+ dagen geleden",NA,4,30,"€ 3.173,46 - € 4.882,26 per maand","2024-08-09T18:43:09.835Z","NL","Data Analyst",NA
"Aegon Asset Management","04c90c5c45066324","false",NA,"Fulltime","","","","","","","Den Haag","Sr Business Intelligence Developer","30+ dagen geleden",NA,3.7,470,"","2024-08-09T18:43:11.224Z","NL","Data Analyst",NA
"Indorama","7f9fcd99a3e91cad","false",NA,"","","","","","","","Rotterdam","Technical Analyst for IVIH","30+ dagen geleden",NA,3.8,26,"","2024-08-09T18:43:11.616Z","NL","Data Analyst",NA
"Hoogheemraadschap van Rijnland","482f3ae023fa5a56","false",NA,"Parttime","Fulltime","","","","","","2333 Leiden","Data Analist","30+ dagen geleden",NA,3.7,9,"€ 3.952 - € 5.376 per maand","2024-08-09T18:43:11.642Z","NL","Data Analyst",NA
"Careers in Motion","afb7b75d78a78445","false",NA,"","","","","","","","Geleen","SAP Business Data Analist","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:11.723Z","NL","Data Analyst",NA
"Capturum Software Group","068f1654dccac417","false",NA,"Parttime","Fulltime","","","","","","3905 Veenendaal","Data Analist","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:11.976Z","NL","Data Analyst",NA
"IntoData","5f2e9a5460947a1f","false",NA,"","","","","","","","Amsterdam","Data Engineer","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:11.954Z","NL","Data Analyst",NA
"Coolblue","bb28faaa77d1d614","false",NA,"Fulltime","","","","","","","3012 Rotterdam","Senior Marketing Technology Consultant","30+ dagen geleden",NA,3.6,324,"","2024-08-09T18:43:12.138Z","NL","Data Analyst",NA
"De Volksbank","11b86929e687260b","false",NA,"Parttime","Fulltime","","","","","","Utrecht","Requirements Engineer Telefonie","30+ dagen geleden",NA,4,30,"€ 4.107,23 - € 6.318,81 per maand","2024-08-09T18:43:12.269Z","NL","Data Analyst",NA
"FareHarbor","d1d2d171e816185e","false",NA,"","","","","","","","Amsterdam","Manager, Product Analytics","30+ dagen geleden",NA,3.6,10,"","2024-08-09T18:43:12.558Z","NL","Data Analyst",NA
"Rabobank","c1db04cdb5302aec","false",NA,"Fulltime","","","","","","","3521 Utrecht","Managing Business Architect Data & Analytics","30+ dagen geleden",NA,3.9,1426,"","2024-08-09T18:43:12.545Z","NL","Data Analyst",NA
"Tencent","8e288e2372637bc9","false",NA,"Fulltime","","","","","","","Amsterdam","(Senior) Game Data Analyst","30+ dagen geleden",NA,4.3,89,"","2024-08-09T18:43:12.627Z","NL","Data Analyst",NA
"Capgemini","2f4563cec0000fcb","false",NA,"Parttime","","","","","","","Utrecht","Business Consultant Cards & Digital Payments - Financial Services","30+ dagen geleden",NA,3.7,10251,"","2024-08-09T18:43:13.556Z","NL","Data Analyst",NA
"Capgemini","d35dac9d45d060c0","false",NA,"Parttime","","","","","","","Utrecht","Knowledge Graph Consultant","30+ dagen geleden",NA,3.7,10251,"","2024-08-09T18:43:14.377Z","NL","Data Analyst",NA
"Hiscox","7274342880f48175","false",NA,"Fulltime","","","","","","","Amsterdam","IT Business Analyst / Project Manager Benelux (gn)","30+ dagen geleden",NA,3.5,127,"","2024-08-09T18:43:15.288Z","NL","Data Analyst",NA
"Wolters Kluwer","1c8ac709026ac10e","false",NA,"Fulltime","","","","","","","Hoevelaken","Senior Business Systems Analyst","30+ dagen geleden",NA,3.6,1012,"","2024-08-09T18:43:15.730Z","NL","Data Analyst",NA
"Capgemini","5d23e28f8b1380f4","false",NA,"Vaste baan","Parttime","","","","","","Utrecht","Business Analist Insights Driven Business","30+ dagen geleden",NA,3.7,10251,"","2024-08-09T18:43:15.816Z","NL","Data Analyst",NA
"NS","cbf766c2e683c2dc","false",NA,"Uitzicht op vast","","","","","","","3511 Utrecht","Senior Data Engineer BI – Utrecht","30+ dagen geleden",NA,3.9,143,"","2024-08-09T18:43:15.856Z","NL","Data Analyst",NA
"Capgemini","8253a4cc4c0d54de","false",NA,"Parttime","","","","","","","Utrecht","Business Consultant Core Banking & Lending Financial Services","30+ dagen geleden",NA,3.7,10251,"","2024-08-09T18:43:15.917Z","NL","Data Analyst",NA
"Capgemini","50b4bef81d088eb6","false",NA,"Vaste baan","Fulltime","","","","","","Utrecht","Senior Data Consultant","30+ dagen geleden",NA,3.7,10251,"","2024-08-09T18:43:16.058Z","NL","Data Analyst",NA
"Stater","60dd1d9762ef23e9","false",NA,"Fulltime","","","","","","","Amersfoort","System Manager BI","30+ dagen geleden",NA,3.1,19,"€ 3.890 - € 4.863 per maand","2024-08-09T18:43:16.135Z","NL","Data Analyst",NA
"Centraal Justitieel Incassobureau","b0aef53d89aaa560","false",NA,"Parttime","Fulltime","","","","","","Leeuwarden","Software Tester","30+ dagen geleden",NA,3.8,9,"","2024-08-09T18:43:16.200Z","NL","Data Analyst",NA
"Mediq Apotheken","1720b9054d1635c5","false",NA,"Vaste baan","Parttime","Fulltime","","","","","Utrecht","Business analist procurement","30+ dagen geleden",NA,3.6,69,"","2024-08-09T18:43:16.241Z","NL","Data Analyst",NA
"Adyen","a35837fdf8cc0bd1","false",NA,"","","","","","","","Amsterdam","Senior Data Engineer","30+ dagen geleden",NA,2.9,17,"","2024-08-09T18:43:16.256Z","NL","Data Analyst",NA
"Centraal Justitieel Incassobureau","acdbf60125eccedb","false",NA,"Parttime","Uitzicht op vast","Fulltime","Bepaalde tijd","","","","Leeuwarden","Agile Analist","30+ dagen geleden",NA,3.8,9,"","2024-08-09T18:43:16.419Z","NL","Data Analyst",NA
"VML","03fc51d8ad57c09b","false",NA,"","","","","","","","Amsterdam","Senior Commerce Business Analyst","30+ dagen geleden",NA,3.7,63,"Tot € 5.941 per maand","2024-08-09T18:43:16.748Z","NL","Data Analyst",NA
"Nederlandse orde van advocaten","ef39793c02d5b57e","false",NA,"Parttime","Uitzicht op vast","Fulltime","Bepaalde tijd","","","","Den Haag","Functioneel beheerder/data-analist","30+ dagen geleden",NA,3.8,4,"€ 3.360 - € 5.559 per maand","2024-08-09T18:43:16.779Z","NL","Data Analyst",NA
"Adyen","4c5585e84e77e3af","false",NA,"Fulltime","","","","","","","Amsterdam","Senior Java Engineer - Data","30+ dagen geleden",NA,2.9,17,"","2024-08-09T18:43:16.817Z","NL","Data Analyst",NA
"Capgemini","2a43ace0a566911e","false",NA,"Vaste baan","Parttime","Fulltime","","","","","Utrecht","Senior business analist publieke sector","30+ dagen geleden",NA,3.7,10251,"","2024-08-09T18:43:16.885Z","NL","Data Analyst",NA
"TVM Verzekeringen","33dd5d659b0e766f","false",NA,"Fulltime","","","","","","","Hoogeveen","Mendix developer (38 uur)","30+ dagen geleden",NA,3.6,5,"€ 4.553 - € 6.505 per maand","2024-08-09T18:43:17.075Z","NL","Data Analyst",NA
"SAA Verzekeringen","eb950d701848f1d8","false",NA,"Parttime","Fulltime","","","","","","Rotterdam","Business Analist","30+ dagen geleden",NA,2.9,17,"","2024-08-09T18:43:17.565Z","NL","Data Analyst",NA
"Delta-N B.V.","75bf75c19c6de17c","false",NA,"Fulltime","","","","","","","2497 Den Haag","Senior Data Consultant","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:18.605Z","NL","Data Analyst",NA
"AWI Software","45e500f2ff370f8d","false",NA,"","","","","","","","Veenendaal","IT Consultant","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:18.630Z","NL","Data Analyst",NA
"Delta-N B.V.","af4a1176e9e6b911","false",NA,"Fulltime","","","","","","","2497 Den Haag","Data Analist","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:18.648Z","NL","Data Analyst",NA
"Digital Realty","dd950696926f3f08","false",NA,"Fulltime","","","","","","","Amsterdam","Finance Analyst","30+ dagen geleden",NA,3.5,172,"","2024-08-09T18:43:19.025Z","NL","Data Analyst",NA
"Henkel","c789dec1c6111493","false",NA,"Fulltime","","","","","","","Amsterdam","Data Requirement Engineer","30+ dagen geleden",NA,3.8,2120,"","2024-08-09T18:43:19.182Z","NL","Data Analyst",NA
"Vio.com","d504975f47ec4d4a","false",NA,"","","","","","","","Amsterdam","Senior Data Analyst (Finance)","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:19.277Z","NL","Data Analyst",NA
"Vion Foodgroup","397241687b5e03df","false",NA,"Fulltime","","","","","","","5281 Boxtel","Business Analyst","30+ dagen geleden",NA,3.3,54,"","2024-08-09T18:43:19.447Z","NL","Data Analyst",NA
"Uber","0174d81b91138281","false",NA,"Fulltime","","","","","","","Amsterdam","Cyber Security Assurance Analyst","30+ dagen geleden",NA,3.4,4530,"","2024-08-09T18:43:19.561Z","NL","Data Analyst",NA
"Umbrio","1bff5c063220e132","false",NA,"","","","","","","","Maarssen","Data Analist","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:19.725Z","NL","Data Analyst",NA
"STX Group","912efb740b2001d3","false",NA,"","","","","","","","Amsterdam","Emissions Market Analyst","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:20.030Z","NL","Data Analyst",NA
"LOGEX Group B.V.","51c5c68c588bdf6e","false",NA,"","","","","","","","1082 Amsterdam","Project Manager - Real World Data (Dutch Speaking)","30+ dagen geleden",NA,3.8,5,"","2024-08-09T18:43:20.074Z","NL","Data Analyst",NA
"JACOBS DOUWE EGBERTS","c84b090f1f96d8e1","false",NA,"Fulltime","Stage","","","","","","Utrecht","Data Insights and Optimization Analyst Intern","30+ dagen geleden",NA,4.1,220,"","2024-08-09T18:43:20.181Z","NL","Data Analyst",NA
"MBE - Netherlands","a7542d6cec0ee2af","false",NA,"Fulltime","","","","","","","Amsterdam","Regulatory Reporting and data Management Business Analyst","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:20.247Z","NL","Data Analyst",NA
"Creative Fabrica","339099fcfcb3b493","false",NA,"","","","","","","","Amsterdam","Analytics Engineer","30+ dagen geleden",NA,3.2,6,"","2024-08-09T18:43:20.274Z","NL","Data Analyst",NA
"iO","43d001f0d9c9c972","false",NA,"Vaste baan","Fulltime","","","","","","Den Bosch","CRO/CXO Consultant","30+ dagen geleden",NA,2,2,"","2024-08-09T18:43:20.333Z","NL","Data Analyst",NA
"West Coast Supply Group","6880cea7a031d869","false",NA,"","","","","","","","2315 Leiden","Power Platform Developer","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:20.768Z","NL","Data Analyst",NA
"De Volksbank","8e386b1d359b3810","false",NA,"Parttime","Fulltime","","","","","","Utrecht","Datawarehouse Modelleur/Analist","30+ dagen geleden",NA,4,30,"€ 4.107,23 - € 6.318,81 per maand","2024-08-09T18:43:21.036Z","NL","Data Analyst",NA
"Quooker","013b2a3883b4b62e","false",NA,"Fulltime","","","","","","","2984 Ridderkerk","Business analyst - service","30+ dagen geleden",NA,4.6,54,"","2024-08-09T18:43:21.012Z","NL","Data Analyst",NA
"JLG EMEA B.V.","b5ced6d8e78d2ba7","false",NA,"Fulltime","","","","","","","Hoofddorp","IT Business Analyst - Aftermarket","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:21.156Z","NL","Data Analyst",NA
"Kramp GmbH","c029f8f653edb0a1","false",NA,"","","","","","","","Varsseveld","Warehouse Product Owner","30+ dagen geleden",NA,3.5,48,"€ 25 per uur","2024-08-09T18:43:21.121Z","NL","Data Analyst",NA
"Stater","8bbf15958042b7fa","false",NA,"Fulltime","","","","","","","Amersfoort","Funding Developer","30+ dagen geleden",NA,3.1,19,"€ 4.904 - € 6.130 per maand","2024-08-09T18:43:20.919Z","NL","Data Analyst",NA
"AMI Kappers","df4ac6245d74f4ce","false",NA,"Parttime","","","","","","","7411 Deventer","Junior e-commerce medewerker","30+ dagen geleden",NA,3.8,15,"€ 2.000 - € 2.400 per maand","2024-08-09T18:43:22.071Z","NL","Data Analyst",NA
"Van Mossel Automotive Groep","e33bd91a28d76b90","false",NA,"Fulltime","","","","","","","1101 Amsterdam-Zuidoost","Sales Support Analist","30+ dagen geleden",NA,2.7,31,"","2024-08-09T18:43:22.123Z","NL","Data Analyst",NA
"Validators B.V.","92d0bd00f7302362","false",NA,"Fulltime","","","","","","","1021 Amsterdam Noord","Insight Analyst","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:22.219Z","NL","Data Analyst",NA
"WeareBLOX","3abe7524f0631aed","false",NA,"Fulltime","","","","","","","Nijmegen","Business Analist (Product & Experimentatie)","30+ dagen geleden",NA,5,3,"","2024-08-09T18:43:22.266Z","NL","Data Analyst",NA
"RedVenture","2d812afc750eeae2","false",NA,"Fulltime","","","","","","","Leiden","Junior Integratie Analist/Ontwikkelaar","30+ dagen geleden",NA,5,3,"","2024-08-09T18:43:22.340Z","NL","Data Analyst",NA
"Rojo Integrations","d5b1737259b1dde4","false",NA,"Fulltime","","","","","","","Breukelen","Enterprise Integration Consultant - Breukelen, The Netherlands","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:22.850Z","NL","Data Analyst",NA
"Adroit People Ltd.","075b76d540147036","false",NA,"Full-time","","","","","","","Amsterdam","NLP Analyst","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:23.105Z","NL","Data Analyst",NA
"CLEVER°FRANKE","d921a09d5566ff53","false",NA,"Parttime","Fulltime","","","","","","Utrecht","Sales Assistant","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:23.348Z","NL","Data Analyst",NA
"The Rent Company","c4703cc235b03bda","false",NA,"Fulltime","","","","","","","Den Bosch","Data Specialist","30+ dagen geleden",NA,2.2,5,"€ 3.500 - € 4.500 per maand","2024-08-09T18:43:23.601Z","NL","Data Analyst",NA
"Fabory","0f0c64cfe736bab4","false",NA,"Fulltime","","","","","","","Tilburg","Business Analyst","30+ dagen geleden",NA,3.8,39,"€ 3.500 - € 4.500 per maand","2024-08-09T18:43:23.873Z","NL","Data Analyst",NA
"Delta-N","6bebdf1fa58132cd","false",NA,"Detachering","","","","","","","Den Haag","Data Analist","30+ dagen geleden",NA,4.8,4,"","2024-08-09T18:43:23.945Z","NL","Data Analyst",NA
"Koninklijke Gazelle","27da55f42652c295","false",NA,"Fulltime","","","","","","","Dieren","Commercieel Data Analist","30+ dagen geleden",NA,2.7,9,"€ 3.550 - € 4.050 per maand","2024-08-09T18:43:24.535Z","NL","Data Analyst",NA
